书序,书名,作者,出版社（版本）,ISBN码,内容简介,阅读要点,阅读建议,grade,编号
38.0,纪和奶奶的鸡蛋,【日】宇佐美牧子,广西师范大学出版社/魔法象,9787559847577.0,《纪和奶奶的鸡蛋》是一本温馨的儿童文学作品，讲述了一个小男孩纪和他的奶奶之间发生的故事。在这个故事中，纪和奶奶共同照顾家里的鸡，每天都去鸡窝里收集鸡蛋。通过这个过程，纪学会了责任、耐心以及关爱动物的重要性。故事不仅充满了温暖的家庭情感，还透露出祖孙之间的沟通和理解。它以简单质朴的语言和生动的插画，向我们展示了日常生活中的小确幸和人与自然和谐共处的美好。,"1、角色关系：留意纪和奶奶之间的关系如何在共同照顾鸡蛋的过程中得到加深，以及这种关系如何影响他们的行为和感受。
2、生活技能：通过阅读，理解照顾动物和植物等日常生活技能的重要性，以及这些技能如何帮助我们更好地与自然环境相处。
3、情感与价值观：感受书中所传达的责任感、耐心、关爱和家庭温暖等价值观，思考这些价值观在自己生活中的体现。","1、观察与记录：模仿书中的纪，你也可以尝试观察家里或周围的动植物，并记录下它们的生长变化，体会照顾生命的乐趣。
2、情感表达：和家人一起读这本书，然后分享彼此对书中情节的感受，通过这个过程加深家庭成员之间的情感联系。
3、探讨价值观：在阅读过程中，思考书中展示的价值观（如责任感、耐心、关爱）在自己生活中的重要性，与朋友或家人讨论自己的想法。",二年级,
39.0,午夜动物园,程玮,南京大学出版社,9787305210556.0,《午夜动物园》讲述了二年级小朋友奇奇的奇妙经历。住在动物园附近的他，对动物园充满了好奇和喜爱。一次与爸爸的动物园之旅中，奇奇走散了，但遇到了一只乌鸦，它邀请奇奇参加一个特别的夜晚活动。那一夜，乌鸦带领奇奇进入了一个完全不同的动物园，动物们自由地活动，奇奇还遇到了许多熟悉的童话故事中的角色，比如赛跑的龟与兔、从丑小鸭变成的天鹅等。这些动物们寻求奇奇的帮助，希望他能帮老狮子辛巴回归非洲。这本书巧妙地结合了中西方经典故事，又带有现代气息，通过奇幻故事激发了读者的想象力和探索精神。,"1、角色之间的友谊：注意奇奇和动物们之间的互动，思考这些友情如何超越了物种界限，展现了互相理解和帮助的重要性。
2、经典故事的新解读：在阅读过程中，留意书中提到的经典故事（如《龟兔赛跑》《丑小鸭》）是如何在新的情境下被重新诠释的，理解故事背后的深层含义。
3、勇气与探险精神：关注奇奇的勇敢和好奇心，思考这次冒险对他有何影响，以及我们如何从奇奇的经历中学到勇敢面对未知世界。","1、想象与创造：读这本书时，尝试自己想象一下，如果你是奇奇，你会遇到哪些动物，他们会对你说些什么？你可以尝试创编这个故事的另一个版本。
2、深入讨论：和你的朋友、家人讨论书中的故事。你最喜欢哪个故事里的动物？为什么？你同意乌龟对《龟兔赛跑》的看法吗？
3、价值观思考：这本书中讲述了很多关于友情、勇气和自由的故事。思考这些故事对你有什么启示，它们如何影响你对待朋友、面对困难的态度。",二年级,
40.0,豆蔻镇的居民和强盗,【挪】托比扬·埃格纳,湖南少年儿童出版社,9787556233106.0,《豆蔻镇的居民和强盗》是一本描绘理想社会的儿童文学作品，讲述了豆蔻镇上善良、淳朴的居民与三个懒惰、不讲卫生的强盗之间发生的故事。强盗们原本以偷窃为生，但在被镇上居民抓获后，经历了一系列的转变，最终成为了镇上的一分子。这本书通过一个充满幽默与温情的故事，展示了善良与同情的力量，以及人与人之间的理解与友爱。,"1、角色变化的启示：留意书中三个强盗从开始的懒惰、偷窃到最后成为豆蔻镇有用成员的转变过程。思考转变背后的原因，特别是豆蔻镇居民如何用善意和包容影响了他们。
2、友情与理解的力量：通过故事，理解友情、理解和同情怎样改变人心，怎样促使一个人做出积极的改变。特别注意豆蔻镇居民对强盗的处理方式，以及强盗内心转变的描写。","1、角色日记：选择一个你最感兴趣的角色，写一篇日记，从他/她的视角描述故事中的某个事件。这样做可以帮助你更深入地理解角色的感受和动机。

2、讨论与分享：与朋友或家人讨论书中的某个场景或主题，分享你如何理解豆蔻镇居民和强盗行为背后的动机。
3、创意绘制：画一张你心目中的豆蔻镇地图，包括故事中提到的关键地点，如强盗的藏身处、豆蔻镇广场等。在地图上标注出故事中的重要事件发生地，让故事的空间背景更加生动。",二年级,
,《你为什么不开花》,【捷克】卡塔琳娜·玛卡诺娃,中信出版社,,,,,一年级,1.0
,《洛克的阅读课》,【美】泰德·希尔,新疆青少年出版社,,,,,一年级,2.0
,《一年级二班 最好的老师，最好的班》,【瑞典】海莲娜·布洛斯,接力出版社,,,,,一年级,3.0
,《一年级二班 秘密朋友》,【瑞典】海莲娜·布洛斯,接力出版社,,,,,一年级,4.0
,《讲错了的童话》,【意】贾尼·罗大里,上海人民美术出版社/浪花朵朵,,,,,一年级,5.0
,《谁在床底养了一朵云》,林世仁,接力出版社,,,,,一年级,6.0
,《不信你去问狮子》,【日】竹下文子,北京联合出版公司/接力出版社,,,,,一年级,7.0
,《不信你去问鲨鱼》,【日】竹下文子,北京联合出版社公司/启发,9787550297395.0,,,,一年级,8.0
,《人类与火的故事》,【日】松村由利子,北京联合出版有限公司,,,,,一年级,9.0
,《铁是魔法师》,【日】畠山重笃,甘肃少年儿童出版社,,,,,一年级,10.0
,《在宇宙比橘子还小的时候》,【澳】菲利普·邦廷,贵州人民出版社,,,,,一年级,11.0
,《如果你是第一个登上火星的孩子》,【美】帕特里克·奥布莱恩,北京联合出版有限公司/天略,,,,,一年级,12.0
,《和大人一起读（一）》,小学语文课程教材研究开发中心,人民教育出版社,9787107335501.0,,,,一年级,13.0
,《和大人一起读（二）》,小学语文课程教材研究开发中心,人民教育出版社,9787107335501.0,,,,一年级,14.0
,《青蛙和蟾蜍·好朋友》（注音版）,【美】艾诺·洛贝尔,明天出版社/信谊,9787570807864.0,,,,一年级,15.0
,《青蛙和蟾蜍·好伙伴》（注音版）,【美】艾诺·洛贝尔,明天出版社/信谊,9787570807864.0,,,,一年级,16.0
,《恐龙学校：小恐龙可可奈》,【德】英戈·西格纳,济南出版社,,,,,一年级,17.0
,《爱说话的兔子和不爱说话的兔子》,【日】安房直子,接力出版社,9787544866460.0,,,,一年级,18.0
,《迟到了，一年级的小豆包》,【日】阿万纪美子,接力出版社,9787544877596.0,,,,一年级,19.0
,《小红帽的惊险假期》,【法】L.卡罗尔,中信出版集团,,,,,一年级,20.0
,《彼得兔的故事》,【英】毕翠克丝·波特,四川文艺出版社/果麦,9787541157561.0,,,,一年级,21.0
,《小巴掌童话》,张秋生,长江少年儿童出版社,9787556081714.0,,,,一年级,22.0
,《大树上的书》,金波,江苏凤凰文艺出版社/果麦,9787559449801.0,,,,一年级,23.0
,《没有脚的朋友》,葛翠琳,长江少年儿童出版社,9787572115264.0,,,,一年级,24.0
,《一句话专卖店》,王淑芬,福建少年儿童出版社,,,,,一年级,25.0
,《狐说八道》,刘思源,青岛出版社,,,,,一年级,26.0
,《爱哭的小孩》,【加】斯特凡妮·布莱,云南出版集团/禹田文化,,,,,一年级,27.0
,《做大狗好，还是做小狗好？》,【俄罗斯】安德烈·乌萨乔夫,接力出版社,,,,,一年级,28.0
,《植物妈妈有办法》,戴巴棣,长江少年儿童出版社,9787572138782.0,,,,一年级,29.0
,《小鲤鱼跳龙门》,金近,人民教育出版社,9787107337406.0,,,,一年级,30.0
,《我是住在非洲的长颈鹿》,【日】岩佐惠,广西师范大学出版社/魔法象,9787559837516.0,,,,一年级,31.0
,《噢，美丽的巴拿马》,【德】雅诺什,北京联合出版公司/爱心树,,,,,一年级,32.0
,《汉字的故事》,刘岳,时代文艺出版社,,,,,一年级,33.0
,《中国传统节日故事》,萧放,时代文艺出版社,,,,,一年级,34.0
,《萝卜回来了》,方轶群,北京教育出版社,,,,,一年级,35.0
,《大闹天宫》,上海美术电影制片厂,海豚出版社,,,,,一年级,36.0
,《笨狼的故事 笨狼的宠物》,汤素兰,湖南少年儿童出版社,9787556245826.0,,,,一年级,37.0
,《想变美的疣猪》,【德】乌尔苏拉·维尔菲,中信出版集团,9787521739312.0,,,,一年级,38.0
,《普通小孩》,【法】苏茜·摩根斯顿,云南出版集团/禹田文化,9787571512248.0,,,,一年级,39.0
,《了不起的猫咪旅行团》,王淑芬,福建少年儿童出版社,9787539577630.0,,,,一年级,40.0
